LIMS Auftrag;Probe;Probenahmedatum;Probenahmezeit;Gauss Hoch;Gauss Rechts;Entnahmestelle;Externe Bezeichnung;Anzeigewert;Einheit
2014-0252;0040;28.01.2014;11:15:00;376510,19;5660027,58;Boje E Sondenparameter 10;;12,0;
2014-0532;0011;18.02.2014;09:00:00;373059,55;5658958,10;Eturm Sondenparameter 11;Tiefe;27,0;m
2014-2549;0029;29.07.2014;10:30:00;375415,4;5659285,28;Boje D Sondenparameter 09;Tiefe;19,0;m
2014-0742;0009;04.03.2014;10:10:00;373059,55;5658958,10;Eturm Sondenparameter 09;Tiefe;19,0;m
2014-2549;0039;29.07.2014;11:10:00;376510,19;5660027,58;Boje E Sondenparameter 09;Tiefe;8,0;m
2014-3662;0004;20.10.2014;09:50:00;373719,3;5658588,59;Boje B Sondenparameter 04;Tiefe;8,0;m
2014-0742;0010;04.03.2014;10:10:00;373059,55;5658958,10;Eturm Sondenparameter 10;Tiefe;21,0;m
2014-0742;0002;04.03.2014;10:10:00;373059,55;5658958,10;Eturm Sondenparameter 02;Tiefe;2,0;m
2014-0741;0002;04.03.2014;11:30:00;373719,3;5658588,59;Boje B Tiefenstufe 2m;Tiefe;2,0;m
2014-0741;0003;04.03.2014;11:30:00;373719,3;5658588,59;Boje B Tiefenstufe 4m;Tiefe;4,0;m
2014-2549;0021;29.07.2014;10:30:00;375415,4;5659285,28;Boje D Sondenparameter 01;Tiefe;0,0;m
2014-1856;0005;27.05.2014;10:30:00;373059,55;5658958,10;Eturm Sondenparameter 05;Tiefe;8,0;m
2014-0532;0013;18.02.2014;09:00:00;373059,55;5658958,10;Eturm Sondenparameter 13;Tiefe;31,0;m
2014-1856;0003;27.05.2014;10:30:00;373059,55;5658958,10;Eturm Sondenparameter 03;Tiefe;4,0;m
2014-0742;0016;04.03.2014;10:10:00;373059,55;5658958,10;Eturm Sondenparameter 16;Tiefe;38,2;m
2014-0532;0015;18.02.2014;09:00:00;373059,55;5658958,10;Eturm Sondenparameter 15;Tiefe;35,0;m
2014-0742;0003;04.03.2014;10:10:00;373059,55;5658958,10;Eturm Sondenparameter 03;Tiefe;4,0;m
2014-2080;0001;16.06.2014;09:30:00;373719,3;5658588,59;Boje B Sondenparameter 01;Tiefe;0,0;m
2014-1856;0007;27.05.2014;10:30:00;373059,55;5658958,10;Eturm Sondenparameter 07;Tiefe;12,0;m
2014-2080;0005;16.06.2014;09:30:00;373719,3;5658588,59;Boje B Sondenparameter 05;Tiefe;16,0;m
2014-1856;0008;27.05.2014;10:30:00;373059,55;5658958,10;Eturm Sondenparameter 08;Tiefe;14,0;m
2014-3662;0027;20.10.2014;11:20:00;375415,4;5659285,28;Boje D Sondenparameter 07;Tiefe;11,1;m
2014-1856;0011;27.05.2014;10:30:00;373059,55;5658958,10;Eturm Sondenparameter 11;Tiefe;21,0;m
2014-0741;0010;04.03.2014;11:30:00;373719,3;5658588,59;Boje B Tiefenstufe 30m;Tiefe;30,0;m
2014-0741;0009;04.03.2014;11:30:00;373719,3;5658588,59;Boje B Tiefenstufe 25m;Tiefe;25,0;m
2014-0742;0013;04.03.2014;10:10:00;373059,55;5658958,10;Eturm Sondenparameter 13;Tiefe;27,0;m
2014-1856;0002;27.05.2014;10:30:00;373059,55;5658958,10;Eturm Sondenparameter 02;Tiefe;1,0;m
2014-0742;0001;04.03.2014;10:10:00;373059,55;5658958,10;Eturm Sondenparameter 01;Tiefe;0,0;m
2014-3223;0008;16.09.2014;09:30:00;373059,55;5658958,10;Eturm Sondenparameter 08;Tiefe;19,0;m
2014-1663;0001;12.05.2014;11:00:00;373719,3;5658588,59;Boje B Tiefenstufe 0m;Tiefe;0,0;m
2014-1661;0009;12.05.2014;09:30:00;373059,55;5658958,10;Eturm Sondenparameter 09;Tiefe;16,0;m
2014-1858;0007;27.05.2014;11:30:00;373719,3;5658588,59;Boje B Tiefenstufe 15m;Tiefe;15,0;m
2014-1661;0003;12.05.2014;09:30:00;373059,55;5658958,10;Eturm Sondenparameter 03;Tiefe;4,0;m
2014-3662;0033;20.10.2014;11:40:00;376510,19;5660027,58;Boje E Sondenparameter 03;Tiefe;2,0;m
2014-1858;0008;27.05.2014;11:30:00;373719,3;5658588,59;Boje B Tiefenstufe 20m;Tiefe;20,0;m
2014-2549;0009;29.07.2014;08:50:00;373719,3;5658588,59;Boje B Sondenparameter 09;Tiefe;27,0;m
2014-3748;0012;28.10.2014;09:00:00;373059,55;5658958,10;Eturm Sondenparameter 12;Tiefe;22,0;m
2014-3223;0011;16.09.2014;09:30:00;373059,55;5658958,10;Eturm Sondenparameter 11;Tiefe;25,0;m
2014-1858;0002;27.05.2014;11:30:00;373719,3;5658588,59;Boje B Tiefenstufe 2m;Tiefe;2,0;m
2014-0252;0039;28.01.2014;11:15:00;376510,19;5660027,58;Boje E Sondenparameter 09;;10,0;
2014-0532;0014;18.02.2014;09:00:00;373059,55;5658958,10;Eturm Sondenparameter 14;Tiefe;33,0;m
2014-3223;0015;16.09.2014;09:30:00;373059,55;5658958,10;Eturm Sondenparameter 15;Tiefe;30,0;m
2014-1661;0016;12.05.2014;09:30:00;373059,55;5658958,10;Eturm Sondenparameter 16;Tiefe;33,0;m
2014-1856;0010;27.05.2014;10:30:00;373059,55;5658958,10;Eturm Sondenparameter 10;Tiefe;18,0;m
2014-3662;0017;20.10.2014;10:40:00;374556,98;5659393,1;Boje C Sondenparameter 07;Tiefe;15,0;m
2014-0905;0001;18.03.2014;09:00:00;373059,55;5658958,10;Eturm Sondenparameter 01;Tiefe;0,0;m
2014-2022;0007;10.06.2014;09:00:00;373719,3;5658588,59;Boje B Tiefenstufe 15m;Tiefe;15,0;m
2014-1858;0001;27.05.2014;11:30:00;373719,3;5658588,59;Boje B Tiefenstufe 0m;Tiefe;0,0;m
2014-3748;0009;28.10.2014;09:00:00;373059,55;5658958,10;Eturm Sondenparameter 09;Tiefe;18,0;m
2014-3222;0008;16.09.2014;10:50:00;373719,3;5658588,59;Boje B Tiefenstufe 20m;Tiefe;20,0;m
2014-0532;0008;18.02.2014;09:00:00;373059,55;5658958,10;Eturm Sondenparameter 08;Tiefe;19,1;m
2014-3748;0001;28.10.2014;09:00:00;373059,55;5658958,10;Eturm Sondenparameter 01;Tiefe;0,0;m
2014-1661;0011;12.05.2014;09:30:00;373059,55;5658958,10;Eturm Sondenparameter 11;Tiefe;21,0;m
2014-1858;0013;27.05.2014;11:30:00;373719,3;5658588,59;Boje B 0,5m über Grund;Tiefe;32,3;m
2014-1661;0008;12.05.2014;09:30:00;373059,55;5658958,10;Eturm Sondenparameter 08;Tiefe;14,0;m
2014-0532;0009;18.02.2014;09:00:00;373059,55;5658958,10;Eturm Sondenparameter 09;Tiefe;22,0;m
2014-1661;0010;12.05.2014;09:30:00;373059,55;5658958,10;Eturm Sondenparameter 10;Tiefe;18,0;m
2014-0908;0010;18.03.2014;10:15:00;373719,3;5658588,59;Boje B Tiefenstufe 30m;Tiefe;30,0;m
2014-0742;0014;04.03.2014;10:10:00;373059,55;5658958,10;Eturm Sondenparameter 14;Tiefe;30,0;m
2014-0532;0016;18.02.2014;09:00:00;373059,55;5658958,10;Eturm Sondenparameter 16;Tiefe;37,1;m
2014-0143;0006;21.01.2014;09:00:00;373059,55;5658958,10;Eturm Sondenparameter 06;;11,0;
2014-0908;0001;18.03.2014;10:15:00;373719,3;5658588,59;Boje B Tiefenstufe 0m;Tiefe;0,0;m
2014-2549;0012;29.07.2014;10:00:00;374556,98;5659393,1;Boje C Sondenparameter 02;Tiefe;3,0;m
2014-2549;0016;29.07.2014;10:00:00;374556,98;5659393,1;Boje C Sondenparameter 06;Tiefe;15,0;m
2014-0532;0002;18.02.2014;09:00:00;373059,55;5658958,10;Eturm Sondenparameter 02;Tiefe;3,0;m
2014-2549;0030;29.07.2014;10:30:00;375415,4;5659285,28;Boje D Sondenparameter 10;Tiefe;20,3;m
2014-3662;0022;20.10.2014;11:20:00;375415,4;5659285,28;Boje D Sondenparameter 02;Tiefe;2,0;m
2014-3223;0002;16.09.2014;09:30:00;373059,55;5658958,10;Eturm Sondenparameter 02;Tiefe;4,0;m
2014-3662;0007;20.10.2014;09:50:00;373719,3;5658588,59;Boje B Sondenparameter 07;Tiefe;19,0;m
2014-3662;0032;20.10.2014;11:40:00;376510,19;5660027,58;Boje E Sondenparameter 02;Tiefe;1,0;m
2014-0252;0038;28.01.2014;11:15:00;376510,19;5660027,58;Boje E Sondenparameter 08;;8,0;
2014-0532;0001;18.02.2014;09:00:00;373059,55;5658958,10;Eturm Sondenparameter 01;Tiefe;0,0;m
2014-1856;0016;27.05.2014;10:30:00;373059,55;5658958,10;Eturm Sondenparameter 16;Tiefe;34,5;m
2014-1663;0003;12.05.2014;11:00:00;373719,3;5658588,59;Boje B Tiefenstufe 4m;Tiefe;4,0;m
2014-3662;0013;20.10.2014;10:40:00;374556,98;5659393,1;Boje C Sondenparameter 03;Tiefe;5,0;m
2014-1858;0006;27.05.2014;11:30:00;373719,3;5658588,59;Boje B Tiefenstufe 10m;Tiefe;10,0;m
2014-1661;0001;12.05.2014;09:30:00;373059,55;5658958,10;Eturm Sondenparameter 01;Tiefe;0,0;m
2014-2933;0030;26.08.2014;10:40:00;375415,4;5659285,28;Boje D Sondenparameter 10;Tiefe;19,5;m
2014-1858;0004;27.05.2014;11:30:00;373719,3;5658588,59;Boje B Tiefenstufe 6m;Tiefe;6,0;m
2014-1661;0012;12.05.2014;09:30:00;373059,55;5658958,10;Eturm Sondenparameter 12;Tiefe;23,0;m
2014-2933;0016;26.08.2014;10:00:00;374556,98;5659393,1;Boje C Sondenparameter 06;Tiefe;10,0;m
2014-1661;0007;12.05.2014;09:30:00;373059,55;5658958,10;Eturm Sondenparameter 07;Tiefe;12,0;m
2014-0252;0023;28.01.2014;10:55:00;375415,4;5659285,28;Boje D Sondenparameter 03;;6,0;
2014-0905;0016;18.03.2014;09:00:00;373059,55;5658958,10;Eturm Sondenparameter 16;Tiefe;37,0;m
2014-2080;0027;16.06.2014;10:50:00;375415,4;5659285,28;Boje D Sondenparameter 07;Tiefe;12,0;m
2014-3662;0028;20.10.2014;11:20:00;375415,4;5659285,28;Boje D Sondenparameter 08;Tiefe;13,0;m
2014-0742;0012;04.03.2014;10:10:00;373059,55;5658958,10;Eturm Sondenparameter 12;Tiefe;25,0;m
2014-0012;0009;07.01.2014;09:20:00;373719,3;5658588,59;Boje B Tiefenstufe 25m;;25,0;
2014-0252;0036;28.01.2014;11:15:00;376510,19;5660027,58;Boje E Sondenparameter 06;;5,0;
2014-0143;0004;21.01.2014;09:00:00;373059,55;5658958,10;Eturm Sondenparameter 04;;6,0;
2014-1427;0015;22.04.2014;09:00:00;374556,98;5659393,1;Boje C Sondenparameter 05;Tiefe;8,0;m
2014-2933;0022;26.08.2014;10:40:00;375415,4;5659285,28;Boje D Sondenparameter 02;Tiefe;2,0;m
2014-3291;0035;23.09.2014;11:10:00;376510,19;5660027,58;Boje E Sondenparameter 05;Tiefe;4,0;m
2014-1427;0016;22.04.2014;09:00:00;374556,98;5659393,1;Boje C Sondenparameter 06;Tiefe;10,0;m
2014-2080;0025;16.06.2014;10:50:00;375415,4;5659285,28;Boje D Sondenparameter 05;Tiefe;8,0;m
2014-1106;0011;31.03.2014;08:30:00;373059,55;5658958,10;Eturm Sondenparameter 11;Tiefe;23,0;m
2014-1427;0021;22.04.2014;09:00:00;375415,4;5659285,28;Boje D Sondenparameter 01;Tiefe;0,0;m
2014-2549;0023;29.07.2014;10:30:00;375415,4;5659285,28;Boje D Sondenparameter 03;Tiefe;4,0;m
2014-1427;0005;22.04.2014;09:00:00;373719,3;5658588,59;Boje B Sondenparameter 05;Tiefe;16,0;m
2014-1104;0007;31.03.2014;10:20:00;373719,3;5658588,59;Boje B Tiefenstufe 15m;Tiefe;15,0;m
2014-1427;0020;22.04.2014;09:00:00;374556,98;5659393,1;Boje C Sondenparameter 10;Tiefe;23,5;m
2014-3003;0001;02.09.2014;08:30:00;373059,55;5658958,10;Eturm Sondenparameter 01;Tiefe;0,0;m
2014-0504;0006;10.02.2014;09:00:00;373719,3;5658588,59;Boje B Sondenparameter 06;;20,0;
2014-4538;0014;22.12.2014;09:00:00;373059,55;5658958,10;Eturm Sondenparameter 14;Tiefe;26,0;m
2014-0252;0032;28.01.2014;11:15:00;376510,19;5660027,58;Boje E Sondenparameter 02;;1,0;
2014-1427;0022;22.04.2014;09:00:00;375415,4;5659285,28;Boje D Sondenparameter 02;Tiefe;2,0;m
2014-1427;0040;22.04.2014;09:00:00;376510,19;5660027,58;Boje E Sondenparameter 10;Tiefe;10,0;m
2014-1427;0038;22.04.2014;09:00:00;376510,19;5660027,58;Boje E Sondenparameter 08;Tiefe;7,0;m
2014-1427;0036;22.04.2014;09:00:00;376510,19;5660027,58;Boje E Sondenparameter 06;Tiefe;5,0;m
2014-2080;0028;16.06.2014;10:50:00;375415,4;5659285,28;Boje D Sondenparameter 08;Tiefe;15,0;m
2014-1427;0017;22.04.2014;09:00:00;374556,98;5659393,1;Boje C Sondenparameter 07;Tiefe;14,0;m
2014-1427;0010;22.04.2014;09:00:00;373719,3;5658588,59;Boje B Sondenparameter 10;Tiefe;33,0;m
2014-0504;0003;10.02.2014;09:00:00;373719,3;5658588,59;Boje B Sondenparameter 03;;8,0;
2014-1427;0028;22.04.2014;09:00:00;375415,4;5659285,28;Boje D Sondenparameter 08;Tiefe;16,0;m
2014-1427;0034;22.04.2014;09:00:00;376510,19;5660027,58;Boje E Sondenparameter 04;Tiefe;3,0;m
2014-0252;0019;28.01.2014;10:20:00;374556,98;5659393,1;Boje C Sondenparameter 09;;25,0;
2014-2933;0008;26.08.2014;09:00:00;373719,3;5658588,59;Boje B Sondenparameter 08;Tiefe;24,0;m
2014-3748;0014;28.10.2014;09:00:00;373059,55;5658958,10;Eturm Sondenparameter 14;Tiefe;24,9;m
2014-2549;0027;29.07.2014;10:30:00;375415,4;5659285,28;Boje D Sondenparameter 07;Tiefe;13,0;m
2014-1427;0019;22.04.2014;09:00:00;374556,98;5659393,1;Boje C Sondenparameter 09;Tiefe;22,0;m
2014-1106;0005;31.03.2014;08:30:00;373059,55;5658958,10;Eturm Sondenparameter 05;Tiefe;10,0;m
2014-1427;0029;22.04.2014;09:00:00;375415,4;5659285,28;Boje D Sondenparameter 09;Tiefe;19,0;m
2014-0504;0026;10.02.2014;10:30:00;375415,4;5659285,28;Boje D Sondenparameter 06;;14,0;
2014-3747;0005;28.10.2014;10:50:00;373719,3;5658588,59;Boje B Tiefenstufe 8m;Tiefe;8,0;m
2014-0504;0004;10.02.2014;09:00:00;373719,3;5658588,59;Boje B Sondenparameter 04;;12,0;
2014-1427;0006;22.04.2014;09:00:00;373719,3;5658588,59;Boje B Sondenparameter 06;Tiefe;20,0;m
2014-3662;0012;20.10.2014;10:40:00;374556,98;5659393,1;Boje C Sondenparameter 02;Tiefe;2,0;m
2014-2640;0002;05.08.2014;11:50:00;373719,3;5658588,59;Boje B Tiefenstufe 2m;Tiefe;2,0;m
2014-1427;0002;22.04.2014;09:00:00;373719,3;5658588,59;Boje B Sondenparameter 02;Tiefe;4,0;m
2014-1427;0013;22.04.2014;09:00:00;374556,98;5659393,1;Boje C Sondenparameter 03;Tiefe;4,0;m
2014-1427;0001;22.04.2014;09:00:00;373719,3;5658588,59;Boje B Sondenparameter 01;Tiefe;0,0;m
2014-1427;0014;22.04.2014;09:00:00;374556,98;5659393,1;Boje C Sondenparameter 04;Tiefe;6,0;m
2014-3003;0009;02.09.2014;08:30:00;373059,55;5658958,10;Eturm Sondenparameter 09;Tiefe;19,0;m
2014-3291;0010;23.09.2014;09:00:00;373719,3;5658588,59;Boje B Sondenparameter 10;Tiefe;29,9;m
2014-1427;0032;22.04.2014;09:00:00;376510,19;5660027,58;Boje E Sondenparameter 02;Tiefe;1,0;m
2014-1104;0005;31.03.2014;10:20:00;373719,3;5658588,59;Boje B Tiefenstufe 8m;Tiefe;8,0;m
2014-0013;0001;07.01.2014;10:10:00;373059,55;5658958,10;Eturm Sondenparameter 01;;< 0,0;
2014-1106;0007;31.03.2014;08:30:00;373059,55;5658958,10;Eturm Sondenparameter 07;Tiefe;14,0;m
2014-1427;0033;22.04.2014;09:00:00;376510,19;5660027,58;Boje E Sondenparameter 03;Tiefe;2,0;m
2014-4538;0009;22.12.2014;09:00:00;373059,55;5658958,10;Eturm Sondenparameter 09;Tiefe;20,0;m
2014-1427;0003;22.04.2014;09:00:00;373719,3;5658588,59;Boje B Sondenparameter 03;Tiefe;8,0;m
2014-2549;0018;29.07.2014;10:00:00;374556,98;5659393,1;Boje C Sondenparameter 08;Tiefe;19,0;m
2014-1427;0004;22.04.2014;09:00:00;373719,3;5658588,59;Boje B Sondenparameter 04;Tiefe;12,0;m
2014-1106;0015;31.03.2014;08:30:00;373059,55;5658958,10;Eturm Sondenparameter 15;Tiefe;33,0;m
2014-3747;0013;28.10.2014;10:50:00;373719,3;5658588,59;Boje B 0,5m über Grund;Tiefe;29,0;m
2014-1427;0018;22.04.2014;09:00:00;374556,98;5659393,1;Boje C Sondenparameter 08;Tiefe;18,0;m
2014-1427;0007;22.04.2014;09:00:00;373719,3;5658588,59;Boje B Sondenparameter 07;Tiefe;24,0;m
2014-3748;0010;28.10.2014;09:00:00;373059,55;5658958,10;Eturm Sondenparameter 10;Tiefe;20,0;m
2014-0252;0011;28.01.2014;10:20:00;374556,98;5659393,1;Boje C Sondenparameter 01;;0,0;
2014-1315;0007;15.04.2014;08:30:00;373059,55;5658958,10;Eturm Sondenparameter 07;Tiefe;13,0;m
2014-1106;0012;31.03.2014;08:30:00;373059,55;5658958,10;Eturm Sondenparameter 12;Tiefe;25,0;m
2014-0504;0005;10.02.2014;09:00:00;373719,3;5658588,59;Boje B Sondenparameter 05;;16,0;
2014-0504;0034;10.02.2014;10:55:00;376510,19;5660027,58;Boje E Sondenparameter 04;;5,0;
2014-2471;0013;22.07.2014;11:15:00;373719,3;5658588,59;Boje B 0,5m über Grund;Tiefe;31,0;m
2014-2933;0012;26.08.2014;10:00:00;374556,98;5659393,1;Boje C Sondenparameter 02;Tiefe;2,0;m
2014-2080;0003;16.06.2014;09:30:00;373719,3;5658588,59;Boje B Sondenparameter 03;Tiefe;8,0;m
2014-1315;0009;15.04.2014;08:30:00;373059,55;5658958,10;Eturm Sondenparameter 09;Tiefe;19,0;m
2014-1104;0004;31.03.2014;10:20:00;373719,3;5658588,59;Boje B Tiefenstufe 6m;Tiefe;6,0;m
2014-1317;0013;15.04.2014;10:15:00;373719,3;5658588,59;Boje B 0,5m über Grund;Tiefe;33,1;m
2014-2471;0005;22.07.2014;11:15:00;373719,3;5658588,59;Boje B Tiefenstufe 8m;Tiefe;8,0;m
2014-3662;0019;20.10.2014;10:40:00;374556,98;5659393,1;Boje C Sondenparameter 09;Tiefe;19,0;m
2014-1315;0012;15.04.2014;08:30:00;373059,55;5658958,10;Eturm Sondenparameter 12;Tiefe;27,0;m
2014-0504;0035;10.02.2014;10:55:00;376510,19;5660027,58;Boje E Sondenparameter 05;;6,0;
2014-1315;0004;15.04.2014;08:30:00;373059,55;5658958,10;Eturm Sondenparameter 04;Tiefe;6,0;m
2014-2471;0003;22.07.2014;11:15:00;373719,3;5658588,59;Boje B Tiefenstufe 4m;Tiefe;4,0;m
2014-2020;0013;10.06.2014;11:00:00;373059,55;5658958,10;Eturm Sondenparameter 13;Tiefe;28,0;m
2014-2020;0005;10.06.2014;11:00:00;373059,55;5658958,10;Eturm Sondenparameter 05;Tiefe;9,0;m
2014-1106;0009;31.03.2014;08:30:00;373059,55;5658958,10;Eturm Sondenparameter 09;Tiefe;18,0;m
2014-1315;0011;15.04.2014;08:30:00;373059,55;5658958,10;Eturm Sondenparameter 11;Tiefe;24,0;m
2014-1317;0010;15.04.2014;10:15:00;373719,3;5658588,59;Boje B Tiefenstufe 30m;Tiefe;30,0;m
2014-3291;0015;23.09.2014;10:00:00;374556,98;5659393,1;Boje C Sondenparameter 05;Tiefe;12,0;m
2014-2549;0022;29.07.2014;10:30:00;375415,4;5659285,28;Boje D Sondenparameter 02;Tiefe;2,0;m
2014-1315;0006;15.04.2014;08:30:00;373059,55;5658958,10;Eturm Sondenparameter 06;Tiefe;10,0;m
2014-3291;0034;23.09.2014;11:10:00;376510,19;5660027,58;Boje E Sondenparameter 04;Tiefe;3,0;m
2014-1315;0003;15.04.2014;08:30:00;373059,55;5658958,10;Eturm Sondenparameter 03;Tiefe;4,0;m
2014-2080;0035;16.06.2014;11:15:00;376510,19;5660027,58;Boje E Sondenparameter 05;Tiefe;4,0;m
2014-2022;0013;10.06.2014;09:00:00;373719,3;5658588,59;Boje B 0,5m über Grund;Tiefe;31,5;m
2014-1106;0008;31.03.2014;08:30:00;373059,55;5658958,10;Eturm Sondenparameter 08;Tiefe;16,0;m
2014-1317;0006;15.04.2014;10:15:00;373719,3;5658588,59;Boje B Tiefenstufe 10m;Tiefe;10,0;m
2014-1104;0011;31.03.2014;10:20:00;373719,3;5658588,59;Boje B Tiefenstufe 35m;Tiefe;35,0;m
2014-0504;0030;10.02.2014;10:30:00;375415,4;5659285,28;Boje D Sondenparameter 10;;25,0;
2014-1104;0003;31.03.2014;10:20:00;373719,3;5658588,59;Boje B Tiefenstufe 4m;Tiefe;4,0;m
2014-1315;0002;15.04.2014;08:30:00;373059,55;5658958,10;Eturm Sondenparameter 02;Tiefe;2,0;m
2014-2549;0005;29.07.2014;08:50:00;373719,3;5658588,59;Boje B Sondenparameter 05;Tiefe;15,0;m
2014-1317;0008;15.04.2014;10:15:00;373719,3;5658588,59;Boje B Tiefenstufe 20m;Tiefe;20,0;m
2014-1104;0006;31.03.2014;10:20:00;373719,3;5658588,59;Boje B Tiefenstufe 10m;Tiefe;10,0;m
2014-3291;0024;23.09.2014;10:40:00;375415,4;5659285,28;Boje D Sondenparameter 04;Tiefe;6,0;m
2014-1106;0006;31.03.2014;08:30:00;373059,55;5658958,10;Eturm Sondenparameter 06;Tiefe;12,0;m
2014-1106;0003;31.03.2014;08:30:00;373059,55;5658958,10;Eturm Sondenparameter 03;Tiefe;5,0;m
2014-0504;0016;10.02.2014;09:50:00;374556,98;5659393,1;Boje C Sondenparameter 06;;15,0;
2014-3291;0026;23.09.2014;10:40:00;375415,4;5659285,28;Boje D Sondenparameter 06;Tiefe;10,0;m
2014-4378;0002;09.12.2014;09:30:00;373059,55;5658958,10;Eturm Sondenparameter 02;Tiefe;1,1;m
2014-4378;0008;09.12.2014;09:30:00;373059,55;5658958,10;Eturm Sondenparameter 08;Tiefe;16,0;m
2014-0504;0017;10.02.2014;09:50:00;374556,98;5659393,1;Boje C Sondenparameter 07;;18,0;
2014-0252;0033;28.01.2014;11:15:00;376510,19;5660027,58;Boje E Sondenparameter 03;;2,0;
2014-1317;0004;15.04.2014;10:15:00;373719,3;5658588,59;Boje B Tiefenstufe 6m;Tiefe;6,0;m
2014-1106;0004;31.03.2014;08:30:00;373059,55;5658958,10;Eturm Sondenparameter 04;Tiefe;8,0;m
2014-1315;0016;15.04.2014;08:30:00;373059,55;5658958,10;Eturm Sondenparameter 16;Tiefe;35,5;m
2014-1315;0008;15.04.2014;08:30:00;373059,55;5658958,10;Eturm Sondenparameter 08;Tiefe;16,0;m
2014-1315;0014;15.04.2014;08:30:00;373059,55;5658958,10;Eturm Sondenparameter 14;Tiefe;32,0;m
2014-2022;0005;10.06.2014;09:00:00;373719,3;5658588,59;Boje B Tiefenstufe 8m;Tiefe;8,0;m
2014-0252;0009;28.01.2014;09:20:00;373719,3;5658588,59;Boje B Sondenparameter 09;;32,0;
2014-1317;0005;15.04.2014;10:15:00;373719,3;5658588,59;Boje B Tiefenstufe 8m;Tiefe;8,0;m
2014-0252;0008;28.01.2014;09:20:00;373719,3;5658588,59;Boje B Sondenparameter 08;;28,0;
2014-0504;0007;10.02.2014;09:00:00;373719,3;5658588,59;Boje B Sondenparameter 07;;24,0;
2014-2639;0001;05.08.2014;10:20:00;373059,55;5658958,10;Eturm Sondenparameter 01;Tiefe;0,0;m
2014-3291;0014;23.09.2014;10:00:00;374556,98;5659393,1;Boje C Sondenparameter 04;Tiefe;9,0;m
2014-2549;0028;29.07.2014;10:30:00;375415,4;5659285,28;Boje D Sondenparameter 08;Tiefe;16,0;m
2014-1427;0031;22.04.2014;09:00:00;376510,19;5660027,58;Boje E Sondenparameter 01;Tiefe;0,1;m
2014-1104;0008;31.03.2014;10:20:00;373719,3;5658588,59;Boje B Tiefenstufe 20m;Tiefe;20,0;m
2014-0252;0025;28.01.2014;10:55:00;375415,4;5659285,28;Boje D Sondenparameter 05;;12,0;
2014-0252;0010;28.01.2014;09:20:00;373719,3;5658588,59;Boje B Sondenparameter 10;;35,0;
2014-3223;0012;16.09.2014;09:30:00;373059,55;5658958,10;Eturm Sondenparameter 12;Tiefe;27,0;m
2014-2933;0018;26.08.2014;10:00:00;374556,98;5659393,1;Boje C Sondenparameter 08;Tiefe;16,0;m
2014-2640;0005;05.08.2014;11:50:00;373719,3;5658588,59;Boje B Tiefenstufe 8m;Tiefe;8,0;m
2014-0905;0002;18.03.2014;09:00:00;373059,55;5658958,10;Eturm Sondenparameter 02;Tiefe;4,0;m
2014-0504;0028;10.02.2014;10:30:00;375415,4;5659285,28;Boje D Sondenparameter 08;;18,0;
2014-3944;0009;11.11.2014;11:05:00;373719,3;5658588,59;Boje B Tiefenstufe 25m;Tiefe;25,0;m
2014-1458;0007;29.04.2014;09:00:00;373719,3;5658588,59;Boje B Tiefenstufe 15m;Tiefe;15,0;m
2014-0905;0003;18.03.2014;09:00:00;373059,55;5658958,10;Eturm Sondenparameter 03;Tiefe;7,0;m
2014-1456;0005;29.04.2014;09:00:00;373059,55;5658958,10;Eturm Sondenparameter 05;Tiefe;6,0;m
2014-0504;0025;10.02.2014;10:30:00;375415,4;5659285,28;Boje D Sondenparameter 05;;12,0;
2014-1458;0005;29.04.2014;09:00:00;373719,3;5658588,59;Boje B Tiefenstufe 8m;Tiefe;8,0;m
2014-1456;0004;29.04.2014;09:00:00;373059,55;5658958,10;Eturm Sondenparameter 04;Tiefe;4,0;m
2014-3747;0006;28.10.2014;10:50:00;373719,3;5658588,59;Boje B Tiefenstufe 10m;Tiefe;10,0;m
2014-3945;0016;11.11.2014;09:30:00;373059,55;5658958,10;Eturm Sondenparameter 16;Tiefe;28,5;m
2014-0252;0018;28.01.2014;10:20:00;374556,98;5659393,1;Boje C Sondenparameter 08;;24,0;
2014-3945;0013;11.11.2014;09:30:00;373059,55;5658958,10;Eturm Sondenparameter 13;Tiefe;23,0;m
2014-3945;0005;11.11.2014;09:30:00;373059,55;5658958,10;Eturm Sondenparameter 05;Tiefe;15,0;m
2014-0012;0007;07.01.2014;09:20:00;373719,3;5658588,59;Boje B Tiefenstufe 15m;;15,0;
2014-2549;0036;29.07.2014;11:10:00;376510,19;5660027,58;Boje E Sondenparameter 06;Tiefe;5,0;m
2014-1456;0006;29.04.2014;09:00:00;373059,55;5658958,10;Eturm Sondenparameter 06;Tiefe;9,0;m
2014-1456;0011;29.04.2014;09:00:00;373059,55;5658958,10;Eturm Sondenparameter 11;Tiefe;23,0;m
2014-3662;0002;20.10.2014;09:50:00;373719,3;5658588,59;Boje B Sondenparameter 02;Tiefe;2,0;m
2014-2549;0040;29.07.2014;11:10:00;376510,19;5660027,58;Boje E Sondenparameter 10;Tiefe;9,0;m
2014-1106;0002;31.03.2014;08:30:00;373059,55;5658958,10;Eturm Sondenparameter 02;Tiefe;3,0;m
2014-1458;0013;29.04.2014;09:00:00;373719,3;5658588,59;Boje B 0,5m über Grund;Tiefe;33,2;m
